Dist,Elev
552.249283,1340.047616
552.27489,1340.045901
552.297094,1340.043375
552.3046,1340.043116
552.390696,1340.044595
552.403388,1340.044882
553.378678,1340.034445
553.459841,1340.039068
553.917443,1340.029905
553.918854,1340.029694
553.920259,1340.029798
555.240138,1340.054371
555.261239,1340.055606
557.299535,1340.115022
557.588825,1340.122992
557.893063,1340.122086
558.118618,1340.132275
558.401841,1340.144454
558.700439,1340.129709
558.937702,1340.142948
559.031989,1340.148026
559.756785,1340.14074
559.956193,1340.137746
560.575869,1340.12364
560.862312,1340.115665
561.376047,1340.090338
561.394952,1340.091146
561.445657,1340.093111
561.513707,1340.097086
562.149776,1340.087987
562.214036,1340.085078
563.033119,1340.043615
563.817078,1340
563.852203,1339.974838
563.898406,1339.938977
564.606697,1339.501507
564.671286,1339.458886
565.333981,1339
566.711656,1338.772676
567.08465,1338.84349
567.324452,1338.844713
567.664495,1338.831129
567.856862,1338.813551
570.30737,1338.596665
571.72842,1338.493883
572.142471,1338.465339
572.409693,1338.447472
573.505441,1338.349322
573.763282,1338.32708
574.86841,1338.255306
574.942031,1338.250869
575.095147,1338.22855
575.155483,1338.239914
575.526333,1338.219916
576.23138,1338.168384
577.594349,1338.074104
578.559201,1338.011316
578.69199,1338
578.957319,1337.741348
579.295865,1337.421385
579.603455,1337.284341
580.320288,1337.097181
580.752509,1337
581.075428,1336.946267
581.123252,1336.923023
581.175879,1336.915919
581.362442,1336.829879
581.683258,1336.702537
582.849759,1336.273941
583.046227,1336.204552
583.353284,1336.105397
583.48651,1336.107474
584.148951,1336
584.409197,1335.986525
585.625989,1335.93833
585.772166,1335.881787
585.858888,1335.848927
587.135136,1335.638093
587.400965,1335.599706
588.1736,1335.376052
588.498105,1335.238459
588.783595,1335.119657
588.879036,1335.09213
589.070954,1335.076603
589.357057,1335
591.826155,1334.856563
592.018482,1334.826314
593.287728,1334.800688
594.125601,1334.743857
596.141285,1334.164627
596.351021,1334.148212
596.473783,1334.124566
596.929446,1334
596.992882,1333.994695
597.337473,1334
597.445987,1334.007154
597.452339,1334.007053
597.775695,1334.156485
598.205058,1334
598.257552,1333.995616
598.370579,1334
598.482682,1334.017545
598.529978,1334
599.176654,1333.941952
599.630482,1333.939002
601.155882,1333.863411
601.533396,1333.873058
601.669119,1333.865201
601.790641,1333.847752
601.942914,1333.834533
602.116822,1333.808908
603.58276,1333.718632
604.058609,1333.67067
604.169484,1333.651025
604.235721,1333.644804
604.837899,1333.590946
605.818549,1333.569633
605.98983,1333.567764
606.86479,1333.454101
607.310331,1333.478818
607.401378,1333.454925
607.80421,1333.354056
608.208338,1333.192621
608.984207,1333.01403
609.049382,1333
609.188758,1332.992655
609.704316,1332.987701
610.567035,1332.948428
611.635305,1332.905098
612.149864,1332.901681
612.633218,1332.902467
613.001,1332.979621
613.434101,1332.984448
613.732692,1332.969738
614.371689,1332.94179
615.169628,1332.956199
615.274549,1332.939303
615.315521,1332.938266
616.898349,1332.913321
616.91604,1332.913211
617.722672,1332.936611
618.05463,1333
618.154633,1333.033432
618.481178,1333.026311
619.3179,1333.028845
619.347352,1333.022735
620.064007,1333.000406
620.082841,1333
620.202893,1332.997769
620.205161,1332.997177
620.206661,1332.997067
620.210396,1332.99617
621.135185,1332.649147
621.487445,1332.462027
622.318162,1332.390397
622.548704,1332.40209
623.269463,1332.345535
623.51194,1332.288656
624.263121,1332.176881
624.481717,1332.134737
624.555061,1332.133261
624.704115,1332.141524
624.771084,1332.133856
624.78754,1332.143964
624.812167,1332.127476
624.859616,1332.121835
624.928522,1332.210504
625.659202,1332.080105
625.707237,1332.087235
626.487371,1332.076518
626.957525,1332
627.337402,1331.900586
628.137181,1331.581627
628.408225,1331.665287
630.354315,1331.229934
630.940711,1331.127658
631.244083,1331.304045
631.692766,1331.505156
632.088506,1331.441206
632.234837,1331.417559
632.72217,1331
633.230446,1330.766481
633.531928,1330.768338
633.886302,1330.61357
634.285676,1330.381526
634.844504,1330.310743
635.263597,1330.201963
635.567149,1330
636.216739,1329.936676
636.672855,1329.95171
637.51077,1329.638302
638.666414,1329.417141
639.085391,1329.211884
639.43767,1329.081654
639.841314,1329.10647
640.236481,1329
640.922397,1328.928048
641.084165,1328.895311
642.154893,1328.697343
642.917582,1328.60487
644.556468,1328.140437
644.812448,1328.077786
644.877301,1328.06641
645.152564,1328
647.952783,1327.717504
648.231627,1327.686805
